5,18
6,15
6,17
6,18
7,14
7,15
7,20
8,14
8,19
8,20
9,17
9,18
9,20
9,21
10,17
10,20
10,21
11,18
11,21
11,22
12,15
12,18
12,20
12,23
13,16
13,18
13,20
13,23
14,11
14,12
14,16
14,17
14,21
14,22
14,26
14,27
15,11
15,12
15,26
15,27
16,9
16,10
16,11
16,27
16,28
16,29
17,9
17,10
17,28
17,29
18,10
18,11
18,27
18,28
19,9
19,10
19,28
19,29
20,9
20,29
21,19
22,19
23,19
24,12
24,13
24,14
24,24
24,25
24,26
25,15
25,16
25,17
25,21
25,22
25,23
27,19
28,19
29,19
40,17
40,18
41,17
41,18
56,51
56,52
57,51
57,53
58,53
59,53
59,54
